# Age_min    Age_max    SFR    err_SFR    SFR_times_area   err_SFR_times_area      Z       err_Z 
8.79999999999   9.0    0.844750096089    0.641422190674    6240993.36455    4738811.69639    0.00227994824479    0.00225237814077 
9.0   9.20000000001    0.774893422048    0.61775130835    5724893.9392    4563931.78788    0.00226110505291    0.00252974455751 
9.20000000001   9.40000000001    0.724977231716    0.592480568757    5356114.32723    4377232.1724    0.00216635120094    0.00273710470261 
9.40000000001   9.59999999999    0.760988882921    0.614608633907    5622167.539    4540713.78478    0.00209840722765    0.00282013339963 
9.59999999999   9.79999999999    0.817837114257    0.637502936693    6042160.90296    4709856.34236    0.00195990496477    0.00276083554159 
9.79999999999   10.0    0.891093991028    0.650294679165    6583380.94419    4804361.42767    0.00190691406713    0.00260282534875 
10.0   10.2    0.954515866686    0.652712138181    7051940.23407    4822221.55665    0.00183978088786    0.0023508785956 
10.2   10.4    1.04792320696    0.641198715951    7742031.41432    4737160.67051    0.00178177578014    0.00209893240747 
10.4   10.6    1.07454990468    0.613083303078    7938748.81581    4529444.67736    0.00165594309187    0.00189185872409 
10.6   10.8    1.05023685776    0.624892408215    7759124.61072    4616690.06169    0.00160947922729    0.00175038251397 
10.8   11.0    1.00937117958    0.625472381583    7457209.96459    4620974.89096    0.00157629260906    0.00160028165911 
11.0   11.2    1.01690008491    0.619175113875    7512833.33585    4574450.82881    0.00151310152723    0.00144857362405 
11.2   11.4    1.00699918249    0.619029745282    7439685.70718    4573376.84914    0.00144667630956    0.00135018927944 
11.4   11.6    1.04187856047    0.610432840655    7697373.71167    4509863.12481    0.00131276251928    0.00114377044642 
11.6   11.8    1.16288189956    0.637695611917    8591343.46658    4711279.82228    0.00122293897292    0.0015136120167 
11.8   12.0    1.34550749772    0.666516633434    9940576.98729    4924208.83511    0.00117186008012    0.00184951776119 
12.0   12.2    1.53266578077    0.699739675692    11323297.8749    5169659.87115    0.0010998550741    0.00187090859781 
12.2   12.4    1.70917456355    0.716090181581    12627340.5109    5290457.01487    0.00106659330911    0.00218663432908 
12.4   12.6    1.88363866221    0.764812120924    13916277.07    5650413.52929    0.00106193872996    0.00217188239814 
12.6   12.8    2.27722332511    0.91841693352    16824071.0802    6785242.18526    0.00106941498528    0.00423898817427 
12.8   13.0    2.6275866537    0.975119211399    19412546.9135    7204157.24859    0.0010543751801    0.00534420324657 
13.0   13.2    2.95253377867    0.958098083137    21813248.4466    7078405.56293    0.00111002390006    0.00631441659557 
13.2   13.4    3.30522966051    0.872548114281    24418957.1271    6446364.45345    0.00114380914982    0.00706863215942 
13.4   13.9    3.64232066599    0.811649499118    26909377.357    5996446.95134    0.0012147462808    0.0079305076079 
